anime_id,name,genre,_type,episodes,rating,img_link
404,Bastard!!: Ankoku no Hakaishin,Fantasy,OVA,6,6.92,https://cdn.myanimelist.net/images/anime/1419/99205.jpg
408,Final Fantasy VII: Last Order,Fantasy,OVA,1,7.46,https://cdn.myanimelist.net/images/anime/7/80623.jpg
417,RagnarÃƒÂ¶k the Animation,Fantasy,TV,26,6.57,https://cdn.myanimelist.net/images/anime/10/2589.jpg
427,Kaleido Star,Fantasy,TV,51,8.05,https://cdn.myanimelist.net/images/anime/1230/98847.jpg
430,Fullmetal Alchemist: The Conqueror of Shamballa,Fantasy,Movie,1,7.74,https://cdn.myanimelist.net/images/anime/1707/94039.jpg
431,Howl no Ugoku Shiro,Fantasy,Movie,1,8.74,https://cdn.myanimelist.net/images/anime/1470/138723.jpg
440,Shoujo Kakumei Utena,Fantasy,TV,39,8.22,https://cdn.myanimelist.net/images/anime/1078/95285.jpg
454,.hack//Gift,Fantasy,OVA,1,6.37,https://cdn.myanimelist.net/images/anime/2/23085.jpg
464,One Piece Movie 6: Omatsuri Danshaku to Himitsu no Shima,Fantasy,Movie,1,7.77,https://cdn.myanimelist.net/images/anime/11/25415.jpg
465,One Piece Movie 7: Karakuri-jou no Mecha Kyohei,Fantasy,Movie,1,7.46,https://cdn.myanimelist.net/images/anime/9/20927.jpg
482,YuÃ¢Ëœâ€ GiÃ¢Ëœâ€ Oh!: Duel Monsters GX,Fantasy,TV,180,7.23,https://cdn.myanimelist.net/images/anime/6/20873.jpg
496,Kamui no Ken,Fantasy,Movie,1,6.72,https://cdn.myanimelist.net/images/anime/1073/94233.jpg
501,Doraemon,Fantasy,TV,26,7.49,https://cdn.myanimelist.net/images/anime/10/33865.jpg
511,Kidou Shinsengumi Moeyo Ken TV,Fantasy,TV,13,6.33,https://cdn.myanimelist.net/images/anime/4/3461.jpg
512,Majo no Takkyuubin,Fantasy,Movie,1,8.27,https://cdn.myanimelist.net/images/anime/1579/140483.jpg
515,Hajimari no Boukensha-tachi: Legend of Crystania,Fantasy,Movie,1,6.15,https://cdn.myanimelist.net/images/anime/1792/139228.jpg
525,Otogizoushi,Fantasy,TV,26,7.1,https://cdn.myanimelist.net/images/anime/9/16736.jpg
527,Pokemon,Fantasy,TV,276,7.43,https://cdn.myanimelist.net/images/anime/13/73834.jpg
528,Pokemon: Mewtwo no Gyakushuu,Fantasy,Movie,1,7.66,https://cdn.myanimelist.net/images/anime/13/65699.jpg
534,Slayers,Fantasy,TV,26,7.87,https://cdn.myanimelist.net/images/anime/6/19870.jpg
535,Slayers Next,Fantasy,TV,26,8.14,https://cdn.myanimelist.net/images/anime/1165/92536.jpg
536,Slayers: The Motion Picture,Fantasy,Movie,1,7.39,https://cdn.myanimelist.net/images/anime/10/2644.jpg
550,YuÃ¢Ëœâ€ GiÃ¢Ëœâ€ Oh!,Fantasy,TV,27,7.29,https://cdn.myanimelist.net/images/anime/4/47487.jpg
552,Digimon Adventure,Fantasy,TV,54,7.89,https://cdn.myanimelist.net/images/anime/1471/99249.jpg
553,Yami no Matsuei,Fantasy,TV,13,7.23,https://cdn.myanimelist.net/images/anime/1414/109717.jpg
574,Rean no Tsubasa,Fantasy,ONA,6,5.89,https://cdn.myanimelist.net/images/anime/13/28902.jpg
577,Kagihime Monogatari Eikyuu Alice Rinbukyoku,Fantasy,TV,13,6.35,https://cdn.myanimelist.net/images/anime/6/28822.jpg
586,Ayakashi: Japanese Classic Horror,Fantasy,TV,11,7.61,https://cdn.myanimelist.net/images/anime/2/11746.jpg
603,Futari wa Precure,Fantasy,TV,49,6.99,https://cdn.myanimelist.net/images/anime/9/7533.jpg
605,Tenshi ni Narumon!,Fantasy,TV,26,6.91,https://cdn.myanimelist.net/images/anime/1671/94180.jpg
616,Nurse Angel Ririka SOS,Fantasy,TV,35,6.83,https://cdn.myanimelist.net/images/anime/10/10506.jpg
620,Mermaid Forest,Fantasy,TV,13,7.16,https://cdn.myanimelist.net/images/anime/4/21590.jpg
664,Fullmetal Alchemist: Reflections,Fantasy,Special,1,7.39,https://cdn.myanimelist.net/images/anime/2/18690.jpg
679,Shadow Skill (1996),Fantasy,OVA,3,6.75,https://cdn.myanimelist.net/images/anime/10/37959.jpg
682,Otogi Story Tenshi no Shippo,Fantasy,TV,12,6.66,https://cdn.myanimelist.net/images/anime/10/21092.jpg
683,Otogi Story Tenshi no Shippo Specials,Fantasy,OVA,2,6.58,https://cdn.myanimelist.net/images/anime/9/4328.jpg
684,Tenshi no Shippo Chu!,Fantasy,TV,11,6.64,https://cdn.myanimelist.net/images/anime/12/4406.jpg
721,Princess Tutu,Fantasy,TV,38,8.23,https://cdn.myanimelist.net/images/anime/1145/93646.jpg
738,MÃƒâ€žR,Fantasy,TV,102,7.42,https://cdn.myanimelist.net/images/anime/8/38383.jpg
771,Ginyuu Mokushiroku Meine Liebe Wieder,Fantasy,TV,13,6.84,https://cdn.myanimelist.net/images/anime/5/75548.jpg
786,Pugyuru,Fantasy,TV,13,5.92,https://cdn.myanimelist.net/images/anime/10/4405.jpg
789,Shinigami no Ballad.,Fantasy,TV,6,7.05,https://cdn.myanimelist.net/images/anime/5/16086.jpg
791,Arion,Fantasy,Movie,1,6.37,https://cdn.myanimelist.net/images/anime/1661/112654.jpg
796,Mahoujin Guru Guru Movie,Fantasy,Movie,1,7.11,https://cdn.myanimelist.net/images/anime/7/49583.jpg
807,Tsubasa Chronicle: Tori Kago no Kuni no Himegimi,Fantasy,Movie,1,7.39,https://cdn.myanimelist.net/images/anime/6/45953.jpg
831,Chicchana Yukitsukai Sugar,Fantasy,TV,24,7.19,https://cdn.myanimelist.net/images/anime/11/17101.jpg
839,Samurai Spirits 2: Asura Zanmaden,Fantasy,OVA,2,6.3,https://cdn.myanimelist.net/images/anime/2/2959.jpg
845,Kiba,Fantasy,TV,51,7.43,https://cdn.myanimelist.net/images/anime/1522/114250.jpg
856,Utawarerumono,Fantasy,TV,26,7.78,https://cdn.myanimelist.net/images/anime/1119/118609.jpg
859,Digimon Savers,Fantasy,TV,48,7.1,https://cdn.myanimelist.net/images/anime/1415/100541.jpg
860,Makai Senki Disgaea,Fantasy,TV,12,6.9,https://cdn.myanimelist.net/images/anime/11/20439.jpg
866,Slayers Premium,Fantasy,Movie,1,7.32,https://cdn.myanimelist.net/images/anime/2/20969.jpg
867,Slayers Gorgeous,Fantasy,Movie,1,7.42,https://cdn.myanimelist.net/images/anime/5/34991.jpg
868,Slayers Great,Fantasy,Movie,1,7.41,https://cdn.myanimelist.net/images/anime/4/13097.jpg
869,Slayers Return,Fantasy,Movie,1,7.42,https://cdn.myanimelist.net/images/anime/9/34997.jpg
870,Dragon Half,Fantasy,OVA,2,7.05,https://cdn.myanimelist.net/images/anime/1558/97694.jpg
872,Mahou Shoujo-tai Arusu,Fantasy,TV,40,7.24,https://cdn.myanimelist.net/images/anime/10/57287.jpg
873,.hack//Roots,Fantasy,TV,26,7.06,https://cdn.myanimelist.net/images/anime/3/13050.jpg
874,Digimon Tamers,Fantasy,TV,51,7.65,https://cdn.myanimelist.net/images/anime/7/73696.jpg
908,Fullmetal Alchemist: Premium Collection,Fantasy,OVA,3,7.45,https://cdn.myanimelist.net/images/anime/10/18689.jpg
943,Yume Tsukai,Fantasy,TV,12,6.57,https://cdn.myanimelist.net/images/anime/12/46721.jpg
957,Saiunkoku Monogatari,Fantasy,TV,39,8.06,https://cdn.myanimelist.net/images/anime/1976/139963.jpg
965,Yoshinaga-san&#039;chi no Gargoyle,Fantasy,TV,13,6.9,https://cdn.myanimelist.net/images/anime/1259/134889.jpg
985,Dragon Ball Z Special 2: Zetsubou e no Hankou!! Nokosareta Chousenshi - Gohan to Trunks,Fantasy,Special,1,7.82,https://cdn.myanimelist.net/images/anime/7/10207.jpg
990,Kamisama Kazoku,Fantasy,TV,13,7.27,https://cdn.myanimelist.net/images/anime/6/2566.jpg
1017,Majutsushi Orphen,Fantasy,TV,24,7.3,https://cdn.myanimelist.net/images/anime/13/61839.jpg
1018,Majutsushi Orphen: Revenge,Fantasy,TV,23,6.94,https://cdn.myanimelist.net/images/anime/8/61841.jpg
1028,Arete Hime,Fantasy,Movie,1,7.09,https://cdn.myanimelist.net/images/anime/10/4327.jpg
1033,Sennen Joyuu,Fantasy,Movie,1,8.34,https://cdn.myanimelist.net/images/anime/1648/93626.jpg
1035,Patalliro Saiyuuki!,Fantasy,TV,26,6.88,https://cdn.myanimelist.net/images/anime/6/3887.jpg
1037,Saint Beast: Seijuu Kourin-hen,Fantasy,TV,6,6.09,https://cdn.myanimelist.net/images/anime/11/23705.jpg
1045,Elf wo Karu Mono-tachi,Fantasy,TV,12,7.16,https://cdn.myanimelist.net/images/anime/13/74219.jpg
1049,Cello Hiki no Gauche (1982),Fantasy,Movie,1,7.08,https://cdn.myanimelist.net/images/anime/9/36627.jpg
1072,Sweat Punch,Fantasy,OVA,5,7.62,https://cdn.myanimelist.net/images/anime/5/10292.jpg
1098,Samurai Girl Real Bout High School,Fantasy,TV,13,6.05,https://cdn.myanimelist.net/images/anime/8/15419.jpg
1099,Shadow Skill: Kurudaryuu Kousatsuhou no Himitsu,Fantasy,OVA,1,6.2,https://cdn.myanimelist.net/images/anime/10/85750.jpg
1117,Pokemon: Maboroshi no Pokemon Lugia Bakutan,Fantasy,Movie,1,7.46,https://cdn.myanimelist.net/images/anime/11/41801.jpg
1118,Pokemon: Kesshoutou no Teiou Entei,Fantasy,Movie,1,7.16,https://cdn.myanimelist.net/images/anime/7/80288.jpg
1119,Pokemon: Celebi Toki wo Koeta Deai,Fantasy,Movie,1,7.05,https://cdn.myanimelist.net/images/anime/2/41799.jpg
1120,Pokemon: Mizu no Miyako no Mamorigami Latias to Latios,Fantasy,Movie,1,7.32,https://cdn.myanimelist.net/images/anime/2/21317.jpg
1121,Pokemon Advanced Generation: Nanayo no Negaiboshi Jirachi,Fantasy,Movie,1,6.93,https://cdn.myanimelist.net/images/anime/13/75733.jpg
1122,Pokemon Advanced Generation: Rekkuu no Houmonsha Deoxys,Fantasy,Movie,1,7.1,https://cdn.myanimelist.net/images/anime/9/21313.jpg
1132,Digimon Frontier,Fantasy,TV,50,7.25,https://cdn.myanimelist.net/images/anime/1048/117727.jpg
1135,Munto: Toki no Kabe wo Koete,Fantasy,OVA,1,7.21,https://cdn.myanimelist.net/images/anime/12/46865.jpg
1139,Monkey Magic,Fantasy,TV,13,6.28,https://cdn.myanimelist.net/images/anime/10/87838.jpg
1141,Palme no Ki,Fantasy,Movie,1,6.62,https://cdn.myanimelist.net/images/anime/12/12909.jpg
1150,Legend of Crystania OVA,Fantasy,OVA,3,6.11,https://cdn.myanimelist.net/images/anime/9/2764.jpg
1161,MazeÃ¢Ëœâ€ Bakunetsu Jikuu (TV),Fantasy,TV,25,6.8,https://cdn.myanimelist.net/images/anime/4/20383.jpg
1162,MazeÃ¢Ëœâ€ Bakunetsu Jikuu,Fantasy,OVA,2,6.34,https://cdn.myanimelist.net/images/anime/4/6944.jpg
1164,Mahou Senshi Louie,Fantasy,TV,24,7.24,https://cdn.myanimelist.net/images/anime/1226/137581.jpg
1172,Slayers Try,Fantasy,TV,26,7.93,https://cdn.myanimelist.net/images/anime/1262/139054.jpg
1174,Munto,Fantasy,OVA,1,7.03,https://cdn.myanimelist.net/images/anime/1134/114560.jpg
1181,Hikyou Tanken Fam &amp; Ihrlie,Fantasy,OVA,4,6.75,https://cdn.myanimelist.net/images/anime/1775/92278.jpg
1182,Shamanic Princess,Fantasy,OVA,6,6.77,https://cdn.myanimelist.net/images/anime/1408/94311.jpg
1200,Gun-dou Musashi,Fantasy,TV,26,6.23,https://cdn.myanimelist.net/images/anime/3/28268.jpg
1202,Ar Tonelico: Sekai no Owari de Utai Tsuzukeru Shoujo,Fantasy,OVA,1,6.27,https://cdn.myanimelist.net/images/anime/4/19950.jpg
1204,Kujira no Chouyaku,Fantasy,Movie,1,6.8,https://cdn.myanimelist.net/images/anime/1022/112889.jpg
1208,Tatsu no Ko Tarou,Fantasy,Movie,1,7.07,https://cdn.myanimelist.net/images/anime/1874/112893.jpg
1225,3x3 Eyes Seima Densetsu,Fantasy,OVA,3,7.13,https://cdn.myanimelist.net/images/anime/1288/120666.jpg
1228,Chivas 1-2-3,Fantasy,OVA,2,6.22,https://cdn.myanimelist.net/images/anime/5/3368.jpg
1238,One Piece: Mamore! Saigo no Dai Butai,Fantasy,Special,1,7.49,https://cdn.myanimelist.net/images/anime/5/77108.jpg
1265,Yoroiden Samurai Troopers Gaiden,Fantasy,OVA,2,6.86,https://cdn.myanimelist.net/images/anime/1484/92210.jpg
1266,Yoroiden Samurai Troopers Kikoutei Densetsu,Fantasy,OVA,4,6.81,https://cdn.myanimelist.net/images/anime/1504/92211.jpg
1267,Yoroiden Samurai Troopers Message,Fantasy,OVA,5,6.13,https://cdn.myanimelist.net/images/anime/1754/94191.jpg
1276,Ys,Fantasy,OVA,7,6.63,https://cdn.myanimelist.net/images/anime/9/23207.jpg
1277,Ys: Tenkuu no Shinden - Adol Christine no Bouken,Fantasy,OVA,4,6.8,https://cdn.myanimelist.net/images/anime/1984/110828.jpg
1280,Mamono Hunter Youko,Fantasy,OVA,6,6.41,https://cdn.myanimelist.net/images/anime/1276/97039.jpg
1283,Choujuu Densetsu Gestalt,Fantasy,OVA,2,6.26,https://cdn.myanimelist.net/images/anime/1491/96516.jpg
1313,Digimon Adventure 02,Fantasy,TV,50,7.37,https://cdn.myanimelist.net/images/anime/8/20360.jpg
1332,Elf no Wakaokusama,Fantasy,OVA,2,6.13,https://cdn.myanimelist.net/images/anime/2/62811.jpg
1333,Fushigi na Koala Blinky,Fantasy,TV,26,6.51,https://cdn.myanimelist.net/images/anime/2/4322.jpg
1376,Ojamajo Doremi Na-i-sho,Fantasy,OVA,13,7.77,https://cdn.myanimelist.net/images/anime/1986/99238.jpg
1441,Ginga Tetsudou no Yoru,Fantasy,Movie,1,7.43,https://cdn.myanimelist.net/images/anime/1694/120347.jpg
1484,Youma,Fantasy,OVA,2,6.25,https://cdn.myanimelist.net/images/anime/1123/94526.jpg
1487,.hack//Unison,Fantasy,Special,1,6.86,https://cdn.myanimelist.net/images/anime/2/23078.jpg
1493,Project ARMS: The 2nd Chapter,Fantasy,TV,26,7.25,https://cdn.myanimelist.net/images/anime/3/72859.jpg
1496,Fushigi no Kuni no Miyuki-chan,Fantasy,OVA,2,6,https://cdn.myanimelist.net/images/anime/1187/110295.jpg
1502,Mahou Shoujo Pretty Sammy (1996),Fantasy,TV,26,6.93,https://cdn.myanimelist.net/images/anime/11/19979.jpg
1503,Mahou Shoujo Pretty Sammy Specials,Fantasy,Special,7,6.4,https://cdn.myanimelist.net/images/anime/4/14618.jpg
1524,Fuujin Monogatari,Fantasy,TV,13,7.34,https://cdn.myanimelist.net/images/anime/4/50349.jpg
1525,Pokemon Crystal: Raikou Ikazuchi no Densetsu,Fantasy,Special,1,7.04,https://cdn.myanimelist.net/images/anime/5/21488.jpg
1526,Pokemon Advanced Generation: Mew to Hadou no Yuusha Lucario,Fantasy,Movie,1,7.4,https://cdn.myanimelist.net/images/anime/6/79257.jpg
1527,Pokemon: Senritsu no Mirage Pokemon,Fantasy,Special,1,6.57,https://cdn.myanimelist.net/images/anime/1471/108232.jpg
1534,Futari wa Precure: SplashÃ¢Ëœâ€ Star,Fantasy,TV,49,7.25,https://cdn.myanimelist.net/images/anime/3/7534.jpg
1549,1000-nen Joou: Queen Millennia,Fantasy,Movie,1,7.02,https://cdn.myanimelist.net/images/anime/1/2398.jpg
1556,Kikoushi Enma,Fantasy,OVA,4,7.29,https://cdn.myanimelist.net/images/anime/8/50391.jpg
1557,Shounen Onmyouji,Fantasy,TV,26,7.71,https://cdn.myanimelist.net/images/anime/1865/106109.jpg
1564,Pokemon Advanced Generation,Fantasy,TV,192,7.2,https://cdn.myanimelist.net/images/anime/1759/97378.jpg
1565,Pokemon Diamond &amp; Pearl,Fantasy,TV,191,7.23,https://cdn.myanimelist.net/images/anime/13/25749.jpg
1573,Kishin Douji Zenki,Fantasy,TV,51,7.09,https://cdn.myanimelist.net/images/anime/1014/98589.jpg
1606,Kekkaishi,Fantasy,TV,52,7.73,https://cdn.myanimelist.net/images/anime/7/75191.jpg
1622,Kai Doh Maru,Fantasy,OVA,1,5.73,https://cdn.myanimelist.net/images/anime/1791/112469.jpg
1641,Iron Virgin Jun,Fantasy,OVA,1,4.81,https://cdn.myanimelist.net/images/anime/1613/99931.jpg
1642,Sugar Sugar Rune,Fantasy,TV,51,7.56,https://cdn.myanimelist.net/images/anime/5/74728.jpg
1644,Princess Rouge,Fantasy,OVA,2,6.01,https://cdn.myanimelist.net/images/anime/1405/112400.jpg
1657,Byston Well Monogatari: Garzey no Tsubasa,Fantasy,OVA,3,3.99,https://cdn.myanimelist.net/images/anime/4/5440.jpg
1659,Mai-Otome Specials,Fantasy,Special,9,7.14,https://cdn.myanimelist.net/images/anime/3/27410.jpg
1681,Brave Story,Fantasy,Movie,1,7.58,https://cdn.myanimelist.net/images/anime/1333/97262.jpg
1683,Di Gi Charat Nyo,Fantasy,TV,104,7.32,https://cdn.myanimelist.net/images/anime/1846/133810.jpg
1699,Romeo x Juliet,Fantasy,TV,24,7.85,https://cdn.myanimelist.net/images/anime/12/75159.jpg
1709,Pokemon: Mewtwo! Ware wa Koko ni Ari,Fantasy,Special,1,7.14,https://cdn.myanimelist.net/images/anime/7/87922.jpg
1722,Nagasarete Airantou,Fantasy,TV,26,7.43,https://cdn.myanimelist.net/images/anime/7/75254.jpg
1731,Tales of Symphonia The Animation: Sylvarant-hen,Fantasy,OVA,4,7.29,https://cdn.myanimelist.net/images/anime/3/77063.jpg
1732,Negima!? Natsu Special!?,Fantasy,OVA,1,7.25,https://cdn.myanimelist.net/images/anime/8/23631.jpg
1762,Arslan Senki,Fantasy,OVA,6,7.03,https://cdn.myanimelist.net/images/anime/10/22254.jpg
1763,Midnight Panther,Fantasy,OVA,2,5.84,https://cdn.myanimelist.net/images/anime/1417/94152.jpg
1766,Youseiki Suikoden,Fantasy,OVA,1,5.85,https://cdn.myanimelist.net/images/anime/5/46519.jpg
1772,Seishoujo Kantai Virgin Fleet,Fantasy,OVA,3,5.53,https://cdn.myanimelist.net/images/anime/1433/94588.jpg
1775,Jikuu Tenshou Nazca,Fantasy,TV,12,5.88,https://cdn.myanimelist.net/images/anime/5/15446.jpg
1777,Kaze no Tairiku,Fantasy,Movie,1,6.36,https://cdn.myanimelist.net/images/anime/1796/114316.jpg
1807,Prism Ark,Fantasy,TV,12,6.6,https://cdn.myanimelist.net/images/anime/10/23155.jpg
1815,Shakugan no Shana Movie,Fantasy,Movie,1,7.46,https://cdn.myanimelist.net/images/anime/12/21513.jpg
1826,Deltora Quest,Fantasy,TV,65,7.11,https://cdn.myanimelist.net/images/anime/12/88164.jpg
1827,Seirei no Moribito,Fantasy,TV,26,8.24,https://cdn.myanimelist.net/images/anime/4/50337.jpg
1829,Gedo Senki,Fantasy,Movie,1,7.18,https://cdn.myanimelist.net/images/anime/5/73443.jpg
1839,Jagainu-kun,Fantasy,TV,26,6.71,https://cdn.myanimelist.net/images/anime/1223/137617.jpg
1848,Haou Taikei Ryuu Knight,Fantasy,TV,52,6.75,https://cdn.myanimelist.net/images/anime/1626/92213.jpg
1849,Haou Taikei Ryuu Knight: Adeu Legend,Fantasy,OVA,13,6.48,https://cdn.myanimelist.net/images/anime/10/52143.jpg
1850,Haou Daikei Ryuu Knight: Adeu Legend II,Fantasy,OVA,3,6.34,https://cdn.myanimelist.net/images/anime/8/52147.jpg
1851,Haou Daikei Ryuu Knight: Adeu Legend Final,Fantasy,OVA,1,6.49,https://cdn.myanimelist.net/images/anime/13/65709.jpg
1855,JaJa Uma! Quartet,Fantasy,OVA,2,5.26,https://cdn.myanimelist.net/images/anime/1342/97138.jpg
1860,Tokyo Majin Gakuen Kenpucho: Tou,Fantasy,TV,14,7.31,https://cdn.myanimelist.net/images/anime/1894/113730.jpg
1863,Silk Road Shounen Yuuto,Fantasy,TV,26,5.92,https://cdn.myanimelist.net/images/anime/1/1863.jpg
1881,Sasami: Mahou Shoujo Club,Fantasy,TV,13,6.82,https://cdn.myanimelist.net/images/anime/13/75246.jpg
1882,Sasami: Mahou Shoujo Club 2,Fantasy,TV,13,6.92,https://cdn.myanimelist.net/images/anime/7/5649.jpg
1885,Master of Epic: The Animation Age,Fantasy,TV,12,6.23,https://cdn.myanimelist.net/images/anime/1/1885.jpg
1894,YuÃ¢Ëœâ€ GiÃ¢Ëœâ€ Oh!: Hikari no Pyramid,Fantasy,Movie,1,6.68,https://cdn.myanimelist.net/images/anime/1404/135902.jpg
1907,Harukanaru Toki no Naka de: Hachiyou Shou OVA,Fantasy,OVA,2,6.72,https://cdn.myanimelist.net/images/anime/7/72169.jpg
1914,Saiunkoku Monogatari 2nd Season,Fantasy,TV,39,8.2,https://cdn.myanimelist.net/images/anime/1998/139962.jpg
1918,Mahou Shoujo Pretty Sammy,Fantasy,OVA,3,6.51,https://cdn.myanimelist.net/images/anime/13/58561.jpg
1929,Futari wa Precure: Max Heart,Fantasy,TV,47,7.03,https://cdn.myanimelist.net/images/anime/3/7536.jpg
1930,Futari wa Precure: Max Heart Movie 1,Fantasy,Movie,1,6.98,https://cdn.myanimelist.net/images/anime/3/21030.jpg
1931,Futari wa Precure: Max Heart Movie 2 - Yukizora no Tomodachi,Fantasy,Movie,1,7.29,https://cdn.myanimelist.net/images/anime/1644/98835.jpg
1932,Yes! Precure 5,Fantasy,TV,49,7.3,https://cdn.myanimelist.net/images/anime/4/7535.jpg
1937,Nakoruru: Ano Hito kara no Okurimono,Fantasy,OVA,1,5.67,https://cdn.myanimelist.net/images/anime/9/10234.jpg
1938,Shin Kaitei Gunkan,Fantasy,OVA,2,6.29,https://cdn.myanimelist.net/images/anime/1327/92890.jpg
1939,SD Gundam Gaiden,Fantasy,OVA,4,5.99,https://cdn.myanimelist.net/images/anime/1047/138664.jpg
1947,Kikou Sennyo Rouran,Fantasy,TV,28,6.08,https://cdn.myanimelist.net/images/anime/1736/100622.jpg
1955,Kimagure Robot,Fantasy,TV,10,6.22,https://cdn.myanimelist.net/images/anime/1210/112166.jpg
1960,Sore Ike! Anpanman,Fantasy,TV,Unknown,6.61,https://cdn.myanimelist.net/images/anime/1902/111797.jpg
1978,Onkyo Seimeitai Noiseman,Fantasy,Movie,1,6.7,https://cdn.myanimelist.net/images/anime/11/19521.jpg
1990,Mahou Gakuen Lunar! Aoi Ryuu no Himitsu,Fantasy,Movie,1,6.19,https://cdn.myanimelist.net/images/anime/8/37835.jpg
1994,.hack//Tasogare no Udewa Densetsu: Offline de Aimashou,Fantasy,Special,1,6.33,https://cdn.myanimelist.net/images/anime/2/44554.jpg
1996,Full Moon wo Sagashite: Kawaii Kawaii Daibouken,Fantasy,Special,1,6.8,https://cdn.myanimelist.net/images/anime/4/16208.jpg
2006,YuÃ¢Ëœâ€ GiÃ¢Ëœâ€ Oh! (1999),Fantasy,Movie,1,7.05,https://cdn.myanimelist.net/images/anime/1/2114.jpg
2016,Mermaid Forest OVA,Fantasy,OVA,1,7.01,https://cdn.myanimelist.net/images/anime/1124/94313.jpg
